epoch;loss;mean_squared_error;val_loss;val_mean_squared_error
46;0.011151950806379318;0.011151950806379318;0.01686469279229641;0.01686469279229641
47;0.011101453565061092;0.011101453565061092;0.01803043857216835;0.01803043857216835
48;0.011033998802304268;0.011033998802304268;0.017073659226298332;0.017073659226298332
49;0.010882425121963024;0.010882425121963024;0.01728990115225315;0.01728990115225315
50;0.010398905724287033;0.010398905724287033;0.01632595621049404;0.01632595621049404
51;0.010045467875897884;0.010045467875897884;0.01633860357105732;0.01633860357105732
52;0.009469849988818169;0.009469849988818169;0.017958980053663254;0.017958980053663254
53;0.009868772700428963;0.009868772700428963;0.01650008000433445;0.01650008000433445
54;0.009971329011023045;0.009971329011023045;0.016794946044683456;0.016794946044683456
55;0.009170815348625183;0.009170815348625183;0.01539888046681881;0.01539888046681881
56;0.00938068050891161;0.00938068050891161;0.018018754199147224;0.018018754199147224
57;0.010343426838517189;0.010343426838517189;0.016290562227368355;0.016290562227368355
58;0.00872777495533228;0.00872777495533228;0.015948403626680374;0.015948403626680374
59;0.008453121408820152;0.008453121408820152;0.015194092877209187;0.015194092877209187
60;0.00835523009300232;0.00835523009300232;0.014485764317214489;0.014485764317214489
61;0.007948484271764755;0.007948484271764755;0.014823146164417267;0.014823146164417267
62;0.008042776957154274;0.008042776957154274;0.014416208490729332;0.014416208490729332
63;0.008503807708621025;0.008503807708621025;0.01608951948583126;0.01608951948583126
64;0.0075603062286973;0.0075603062286973;0.015313785523176193;0.015313785523176193
65;0.007396525237709284;0.007396525237709284;0.014777084812521935;0.014777084812521935
66;0.007476638071238995;0.007476638071238995;0.01689489185810089;0.01689489185810089
67;0.0074333008378744125;0.0074333008378744125;0.015061486512422562;0.015061486512422562
68;0.006967296823859215;0.006967296823859215;0.0143582196906209;0.0143582196906209
69;0.007297010160982609;0.007297010160982609;0.015636837109923363;0.015636837109923363
70;0.007133896928280592;0.007133896928280592;0.013162372633814812;0.013162372633814812
71;0.007269493769854307;0.007269493769854307;0.014582537114620209;0.014582537114620209
72;0.008211466483771801;0.008211466483771801;0.014324838295578957;0.014324838295578957
73;0.007894515991210938;0.007894515991210938;0.013504430651664734;0.013504430651664734
74;0.007286397274583578;0.007286397274583578;0.015215618535876274;0.015215618535876274
75;0.007799889892339706;0.007799889892339706;0.013586921617388725;0.013586921617388725
76;0.008048003539443016;0.008048003539443016;0.014317632652819157;0.014317632652819157
77;0.007040501106530428;0.007040501106530428;0.015247420407831669;0.015247420407831669
78;0.007593974005430937;0.007593974005430937;0.01636422425508499;0.01636422425508499
79;0.007000420708209276;0.007000420708209276;0.014893712475895882;0.014893712475895882
80;0.006531598046422005;0.006531598046422005;0.01916556991636753;0.01916556991636753
81;0.007963635958731174;0.007963635958731174;0.013130645267665386;0.013130645267665386
82;0.007811558432877064;0.007811558432877064;0.012417720630764961;0.012417720630764961
83;0.007743174210190773;0.007743174210190773;0.019323911517858505;0.019323911517858505
84;0.00805284921079874;0.00805284921079874;0.016365062445402145;0.016365062445402145
85;0.0075434064492583275;0.0075434064492583275;0.01548784039914608;0.01548784039914608
86;0.007641601841896772;0.007641601841896772;0.015624736435711384;0.015624736435711384
87;0.006743146106600761;0.006743146106600761;0.013670562766492367;0.013670562766492367
88;0.0067734261974692345;0.0067734261974692345;0.013449067249894142;0.013449067249894142
89;0.006523034069687128;0.006523034069687128;0.012856829911470413;0.012856829911470413
90;0.008205961436033249;0.008205961436033249;0.014457606710493565;0.014457606710493565
91;0.0076109180226922035;0.0076109180226922035;0.014990665949881077;0.014990665949881077
92;0.006932136137038469;0.006932136137038469;0.014385944232344627;0.014385944232344627
93;0.0062032174319028854;0.0062032174319028854;0.012472192756831646;0.012472192756831646
94;0.006816146895289421;0.006816146895289421;0.012144958600401878;0.012144958600401878
95;0.006747154053300619;0.006747154053300619;0.010617166757583618;0.010617166757583618
96;0.006168582011014223;0.006168582011014223;0.012252329848706722;0.012252329848706722
97;0.006847516167908907;0.006847516167908907;0.01307651586830616;0.01307651586830616
98;0.006555352360010147;0.006555352360010147;0.014243348501622677;0.014243348501622677
99;0.00641980767250061;0.00641980767250061;0.012807492166757584;0.012807492166757584
100;0.007434380706399679;0.007434380706399679;0.014747564680874348;0.014747564680874348
101;0.007194377947598696;0.007194377947598696;0.012077288702130318;0.012077288702130318
102;0.006121899001300335;0.006121899001300335;0.013028816320002079;0.013028816320002079
103;0.006036118138581514;0.006036118138581514;0.016468944028019905;0.016468944028019905
104;0.006132158450782299;0.006132158450782299;0.01675676926970482;0.01675676926970482
105;0.006297191139310598;0.006297191139310598;0.010422155261039734;0.010422155261039734
106;0.006345162633806467;0.006345162633806467;0.010610607452690601;0.010610607452690601
107;0.006122312042862177;0.006122312042862177;0.011612465605139732;0.011612465605139732
108;0.006446672137826681;0.006446672137826681;0.01255536638200283;0.01255536638200283
109;0.006082187872380018;0.006082187872380018;0.012532133609056473;0.012532133609056473
110;0.006121168378740549;0.006121168378740549;0.009953341446816921;0.009953341446816921
111;0.00608877744525671;0.00608877744525671;0.015186717733740807;0.015186717733740807
112;0.006046461872756481;0.006046461872756481;0.011421071365475655;0.011421071365475655
113;0.005699047353118658;0.005699047353118658;0.010470117442309856;0.010470117442309856
114;0.005672250874340534;0.005672250874340534;0.015980469062924385;0.015980469062924385
115;0.0062047564424574375;0.0062047564424574375;0.013489861972630024;0.013489861972630024
116;0.005817022640258074;0.005817022640258074;0.01365667860955;0.01365667860955
117;0.005331899970769882;0.005331899970769882;0.010386532172560692;0.010386532172560692
118;0.006453240755945444;0.006453240755945444;0.01536200288683176;0.01536200288683176
119;0.006501215044409037;0.006501215044409037;0.01050359383225441;0.01050359383225441
120;0.006283959373831749;0.006283959373831749;0.011739588342607021;0.011739588342607021
121;0.006123983766883612;0.006123983766883612;0.010605289600789547;0.010605289600789547
122;0.005319578107446432;0.005319578107446432;0.01089650671929121;0.01089650671929121
123;0.0056679826229810715;0.0056679826229810715;0.00941256433725357;0.00941256433725357
124;0.006475504487752914;0.006475504487752914;0.011031500063836575;0.011031500063836575
125;0.00643262779340148;0.00643262779340148;0.012616658583283424;0.012616658583283424
126;0.006340671796351671;0.006340671796351671;0.010926353745162487;0.010926353745162487
127;0.0052031115628778934;0.0052031115628778934;0.015274297446012497;0.015274297446012497
128;0.005605160724371672;0.005605160724371672;0.01032705046236515;0.01032705046236515
129;0.005717588122934103;0.005717588122934103;0.009403105825185776;0.009403105825185776
130;0.005320812575519085;0.005320812575519085;0.01368175819516182;0.01368175819516182
131;0.005420590750873089;0.005420590750873089;0.00986575335264206;0.00986575335264206
132;0.0055060312151908875;0.0055060312151908875;0.01010284572839737;0.01010284572839737
133;0.005236376076936722;0.005236376076936722;0.010329981334507465;0.010329981334507465
134;0.0052947113290429115;0.0052947113290429115;0.009378734976053238;0.009378734976053238
135;0.005483474116772413;0.005483474116772413;0.009836643934249878;0.009836643934249878
136;0.0048215207643806934;0.0048215207643806934;0.014293255284428596;0.014293255284428596
137;0.005159085616469383;0.005159085616469383;0.00953806284815073;0.00953806284815073
138;0.004671439062803984;0.004671439062803984;0.00961271021515131;0.00961271021515131
139;0.00479555269703269;0.00479555269703269;0.01189447846263647;0.01189447846263647
140;0.004696956370025873;0.004696956370025873;0.009816072881221771;0.009816072881221771
141;0.004914999008178711;0.004914999008178711;0.012882687151432037;0.012882687151432037
142;0.0054519157856702805;0.0054519157856702805;0.016104141250252724;0.016104141250252724
143;0.005374405533075333;0.005374405533075333;0.009155623614788055;0.009155623614788055
144;0.004536681342869997;0.004536681342869997;0.013554458506405354;0.013554458506405354
145;0.006767391227185726;0.006767391227185726;0.01028107013553381;0.01028107013553381
146;0.005112791899591684;0.005112791899591684;0.009709016419947147;0.009709016419947147
147;0.005173421930521727;0.005173421930521727;0.009646367281675339;0.009646367281675339
148;0.006405993364751339;0.006405993364751339;0.009312932379543781;0.009312932379543781
149;0.005572103429585695;0.005572103429585695;0.009913051500916481;0.009913051500916481
150;0.005093181971460581;0.005093181971460581;0.013417062349617481;0.013417062349617481
151;0.004966192878782749;0.004966192878782749;0.008581525646150112;0.008581525646150112
152;0.004852923098951578;0.004852923098951578;0.009650402702391148;0.009650402702391148
153;0.004566865041851997;0.004566865041851997;0.011088923551142216;0.011088923551142216
154;0.004406370688229799;0.004406370688229799;0.009226269088685513;0.009226269088685513
155;0.004360244143754244;0.004360244143754244;0.011077161878347397;0.011077161878347397
156;0.004672807175666094;0.004672807175666094;0.009700572118163109;0.009700572118163109
157;0.0042005376890301704;0.0042005376890301704;0.00876269768923521;0.00876269768923521
158;0.004486959893256426;0.004486959893256426;0.008654016070067883;0.008654016070067883
159;0.004649328533560038;0.004649328533560038;0.01137049961835146;0.01137049961835146
160;0.004374012351036072;0.004374012351036072;0.008118757046759129;0.008118757046759129
161;0.004170890431851149;0.004170890431851149;0.009106168523430824;0.009106168523430824
162;0.004454006440937519;0.004454006440937519;0.009673959575593472;0.009673959575593472
163;0.004500176757574081;0.004500176757574081;0.008986175991594791;0.008986175991594791
164;0.004446028731763363;0.004446028731763363;0.010174907743930817;0.010174907743930817
165;0.00461423397064209;0.00461423397064209;0.0091759217903018;0.0091759217903018
166;0.004140561446547508;0.004140561446547508;0.009304434061050415;0.009304434061050415
167;0.003967762924730778;0.003967762924730778;0.008329187519848347;0.008329187519848347
168;0.004119194578379393;0.004119194578379393;0.011680224910378456;0.011680224910378456
169;0.004457621369510889;0.004457621369510889;0.011852871626615524;0.011852871626615524
170;0.004254698287695646;0.004254698287695646;0.008227740414440632;0.008227740414440632
171;0.0041193654760718346;0.0041193654760718346;0.008257890120148659;0.008257890120148659
172;0.004036286845803261;0.004036286845803261;0.010198995471000671;0.010198995471000671
173;0.004272145684808493;0.004272145684808493;0.00804518349468708;0.00804518349468708
174;0.004258314613252878;0.004258314613252878;0.008405699394643307;0.008405699394643307
175;0.004253665916621685;0.004253665916621685;0.009177695028483868;0.009177695028483868
176;0.0042000445537269115;0.0042000445537269115;0.009835571050643921;0.009835571050643921
177;0.004228845704346895;0.004228845704346895;0.008512638509273529;0.008512638509273529
178;0.004356018267571926;0.004356018267571926;0.008622578345239162;0.008622578345239162
179;0.003967231139540672;0.003967231139540672;0.007915242575109005;0.007915242575109005
180;0.0036869430914521217;0.0036869430914521217;0.008246434852480888;0.008246434852480888
181;0.003880728967487812;0.003880728967487812;0.007814984768629074;0.007814984768629074
182;0.004003925248980522;0.004003925248980522;0.010028495453298092;0.010028495453298092
183;0.004136671777814627;0.004136671777814627;0.008684767410159111;0.008684767410159111
184;0.004026344977319241;0.004026344977319241;0.008159448392689228;0.008159448392689228
185;0.004118402488529682;0.004118402488529682;0.010584911331534386;0.010584911331534386
186;0.0040822699666023254;0.0040822699666023254;0.007450320292264223;0.007450320292264223
187;0.003830708796158433;0.003830708796158433;0.00797116570174694;0.00797116570174694
188;0.003808839013800025;0.003808839013800025;0.00834972970187664;0.00834972970187664
189;0.00401321379467845;0.00401321379467845;0.008023494854569435;0.008023494854569435
190;0.0036564983893185854;0.0036564983893185854;0.007904714904725552;0.007904714904725552
191;0.0037803316954523325;0.0037803316954523325;0.0098663829267025;0.0098663829267025
192;0.0037573575973510742;0.0037573575973510742;0.008552933111786842;0.008552933111786842
193;0.0037407162599265575;0.0037407162599265575;0.008478216826915741;0.008478216826915741
194;0.003977220039814711;0.003977220039814711;0.00969485193490982;0.00969485193490982
195;0.0037042938638478518;0.0037042938638478518;0.008858530782163143;0.008858530782163143
196;0.0036402393598109484;0.0036402393598109484;0.008420372381806374;0.008420372381806374
197;0.0035664085298776627;0.0035664085298776627;0.008302456699311733;0.008302456699311733
198;0.0035192815121263266;0.0035192815121263266;0.007566243410110474;0.007566243410110474
199;0.00338343414478004;0.00338343414478004;0.009193611331284046;0.009193611331284046
200;0.003471488831564784;0.003471488831564784;0.00837636273354292;0.00837636273354292
201;0.003556539537385106;0.003556539537385106;0.009533220902085304;0.009533220902085304
202;0.0036754366010427475;0.0036754366010427475;0.00823079515248537;0.00823079515248537
203;0.0038441866636276245;0.0038441866636276245;0.00875787902623415;0.00875787902623415
204;0.003988449461758137;0.003988449461758137;0.009437230415642262;0.009437230415642262
205;0.003800026373937726;0.003800026373937726;0.009389571845531464;0.009389571845531464
206;0.0036285293754190207;0.0036285293754190207;0.0072741820476949215;0.0072741820476949215
207;0.0036300173960626125;0.0036300173960626125;0.0072604818269610405;0.0072604818269610405
208;0.0035799965262413025;0.0035799965262413025;0.0071637281216681;0.0071637281216681
209;0.0034802043810486794;0.0034802043810486794;0.008018038235604763;0.008018038235604763
210;0.0035695896949619055;0.0035695896949619055;0.0075101167894899845;0.0075101167894899845
211;0.0034357337281107903;0.0034357337281107903;0.007581745274364948;0.007581745274364948
212;0.003368828445672989;0.003368828445672989;0.00888913869857788;0.00888913869857788
213;0.003396341810002923;0.003396341810002923;0.007440777029842138;0.007440777029842138
214;0.00416697608307004;0.00416697608307004;0.008009374141693115;0.008009374141693115
215;0.003640495240688324;0.003640495240688324;0.00731562590226531;0.00731562590226531
216;0.004109704401344061;0.004109704401344061;0.008634226396679878;0.008634226396679878
217;0.003793570911511779;0.003793570911511779;0.009780343621969223;0.009780343621969223
218;0.003500206395983696;0.003500206395983696;0.007331245578825474;0.007331245578825474
219;0.003415185958147049;0.003415185958147049;0.0075476448982954025;0.0075476448982954025
220;0.0032532457262277603;0.0032532457262277603;0.008742563426494598;0.008742563426494598
221;0.003491092473268509;0.003491092473268509;0.008302746340632439;0.008302746340632439
222;0.0034921972546726465;0.0034921972546726465;0.007654839660972357;0.007654839660972357
223;0.003086402313783765;0.003086402313783765;0.007381027098745108;0.007381027098745108
224;0.003217334859073162;0.003217334859073162;0.007649493403732777;0.007649493403732777
225;0.003182422136887908;0.003182422136887908;0.007478083949536085;0.007478083949536085
226;0.003357376204803586;0.003357376204803586;0.008552039042115211;0.008552039042115211
227;0.0032827456016093493;0.0032827456016093493;0.008231950923800468;0.008231950923800468
228;0.0035275931004434824;0.0035275931004434824;0.0077895610593259335;0.0077895610593259335
229;0.0035608960315585136;0.0035608960315585136;0.007372437044978142;0.007372437044978142
230;0.0035500943195074797;0.0035500943195074797;0.007722399663180113;0.007722399663180113
231;0.0032623743172734976;0.0032623743172734976;0.007746422663331032;0.007746422663331032
232;0.0031212440226227045;0.0031212440226227045;0.0075567783787846565;0.0075567783787846565
233;0.003122132970020175;0.003122132970020175;0.007116720080375671;0.007116720080375671
234;0.0032700125593692064;0.0032700125593692064;0.006983225233852863;0.006983225233852863
235;0.0032527875155210495;0.0032527875155210495;0.0074312430806458;0.0074312430806458
236;0.003092384897172451;0.003092384897172451;0.007420450448989868;0.007420450448989868
237;0.0032932439353317022;0.0032932439353317022;0.006696552503854036;0.006696552503854036
238;0.003038835944607854;0.003038835944607854;0.008697327226400375;0.008697327226400375
239;0.0031509101390838623;0.0031509101390838623;0.006579995155334473;0.006579995155334473
240;0.003147776937112212;0.003147776937112212;0.007210710551589727;0.007210710551589727
241;0.003134256461635232;0.003134256461635232;0.007887349463999271;0.007887349463999271
242;0.003034585155546665;0.003034585155546665;0.007128938566893339;0.007128938566893339
243;0.003104546805843711;0.003104546805843711;0.006866862066090107;0.006866862066090107
244;0.0031732814386487007;0.0031732814386487007;0.0075910394079983234;0.0075910394079983234
245;0.0030373199842870235;0.0030373199842870235;0.0068519809283316135;0.0068519809283316135
246;0.0029722671024501324;0.0029722671024501324;0.006782239302992821;0.006782239302992821
247;0.0036603016778826714;0.0036603016778826714;0.007819639518857002;0.007819639518857002
248;0.003417682833969593;0.003417682833969593;0.006192063447088003;0.006192063447088003
249;0.0032717115245759487;0.0032717115245759487;0.006785028148442507;0.006785028148442507
250;0.0029995713848620653;0.0029995713848620653;0.008000519126653671;0.008000519126653671
251;0.0030802255496382713;0.0030802255496382713;0.007286742329597473;0.007286742329597473
252;0.0031265015713870525;0.0031265015713870525;0.007977408356964588;0.007977408356964588
253;0.0030836977530270815;0.0030836977530270815;0.006157106254249811;0.006157106254249811
254;0.0027707379776984453;0.0027707379776984453;0.006314087193459272;0.006314087193459272
255;0.0028086616657674313;0.0028086616657674313;0.007256281096488237;0.007256281096488237
256;0.0029382703360170126;0.0029382703360170126;0.006177085917443037;0.006177085917443037
257;0.0029513125773519278;0.0029513125773519278;0.006524731870740652;0.006524731870740652
258;0.0027737002819776535;0.0027737002819776535;0.006527543067932129;0.006527543067932129
259;0.002755221910774708;0.002755221910774708;0.006368112750351429;0.006368112750351429
260;0.002927124733105302;0.002927124733105302;0.007173685356974602;0.007173685356974602
261;0.00309981731697917;0.00309981731697917;0.0064168935641646385;0.0064168935641646385
262;0.0033636714797466993;0.0033636714797466993;0.0060044401325285435;0.0060044401325285435
263;0.003245934145525098;0.003245934145525098;0.006284913048148155;0.006284913048148155
264;0.003505441127344966;0.003505441127344966;0.006376552861183882;0.006376552861183882
265;0.0030203494243323803;0.0030203494243323803;0.005861534271389246;0.005861534271389246
266;0.002983893733471632;0.002983893733471632;0.005923420190811157;0.005923420190811157
267;0.002871141070500016;0.002871141070500016;0.006417803931981325;0.006417803931981325
268;0.0028654204215854406;0.0028654204215854406;0.005385295022279024;0.005385295022279024
269;0.002924371277913451;0.002924371277913451;0.005892283283174038;0.005892283283174038
270;0.0029946225695312023;0.0029946225695312023;0.005760300904512405;0.005760300904512405
271;0.002984151244163513;0.002984151244163513;0.006674561183899641;0.006674561183899641
272;0.0030611518304795027;0.0030611518304795027;0.0065412153489887714;0.0065412153489887714
273;0.0034933113493025303;0.0034933113493025303;0.0059559280052781105;0.0059559280052781105
274;0.0031979018822312355;0.0031979018822312355;0.006370945833623409;0.006370945833623409
275;0.002987750107422471;0.002987750107422471;0.006226386409252882;0.006226386409252882
276;0.0028330290224403143;0.0028330290224403143;0.00627492880448699;0.00627492880448699
277;0.0028139634523540735;0.0028139634523540735;0.0061217425391077995;0.0061217425391077995
278;0.0027130874805152416;0.0027130874805152416;0.0055752107873559;0.0055752107873559
279;0.002868207637220621;0.002868207637220621;0.005928562954068184;0.005928562954068184
280;0.0029130899347364902;0.0029130899347364902;0.0060131666250526905;0.0060131666250526905
281;0.003278212621808052;0.003278212621808052;0.00703170383349061;0.00703170383349061
282;0.0031417873688042164;0.0031417873688042164;0.006053471472114325;0.006053471472114325
283;0.0028670160099864006;0.0028670160099864006;0.005872081499546766;0.005872081499546766
284;0.002802813658490777;0.002802813658490777;0.00579221174120903;0.00579221174120903
285;0.0029491751920431852;0.0029491751920431852;0.005942552350461483;0.005942552350461483
286;0.0029338952153921127;0.0029338952153921127;0.006069321651011705;0.006069321651011705
287;0.003075819928199053;0.003075819928199053;0.006580819841474295;0.006580819841474295
288;0.0031920301262289286;0.0031920301262289286;0.006220310926437378;0.006220310926437378
289;0.0033900211565196514;0.0033900211565196514;0.006376913748681545;0.006376913748681545
290;0.0031917819287627935;0.0031917819287627935;0.00628826254978776;0.00628826254978776
291;0.0028245907742530107;0.0028245907742530107;0.005885809659957886;0.005885809659957886
292;0.0027303756214678288;0.0027303756214678288;0.006134528201073408;0.006134528201073408
293;0.0026948044542223215;0.0026948044542223215;0.006660620681941509;0.006660620681941509
294;0.0029340023174881935;0.0029340023174881935;0.005581154488027096;0.005581154488027096
295;0.0027254349552094936;0.0027254349552094936;0.005955391097813845;0.005955391097813845
296;0.0025628141593188047;0.0025628141593188047;0.005629395134747028;0.005629395134747028
297;0.002656087977811694;0.002656087977811694;0.005716816522181034;0.005716816522181034
298;0.0026740427128970623;0.0026740427128970623;0.005951606202870607;0.005951606202870607
299;0.002671735594049096;0.002671735594049096;0.005761976353824139;0.005761976353824139
300;0.0028335729148238897;0.0028335729148238897;0.006621276028454304;0.006621276028454304
301;0.0027365689165890217;0.0027365689165890217;0.006050392519682646;0.006050392519682646
302;0.0026353211142122746;0.0026353211142122746;0.006464746315032244;0.006464746315032244
303;0.002651530085131526;0.002651530085131526;0.006692058872431517;0.006692058872431517
304;0.002578961895778775;0.002578961895778775;0.0056490120477974415;0.0056490120477974415
305;0.002582975197583437;0.0025829754304140806;0.005355414003133774;0.005355414003133774
306;0.0025525286328047514;0.0025525286328047514;0.005702282767742872;0.005702282767742872
307;0.0027691125869750977;0.0027691125869750977;0.005740066524595022;0.005740066524595022
308;0.002707540523260832;0.002707540523260832;0.0057672057300806046;0.0057672057300806046
309;0.00261302525177598;0.00261302525177598;0.006549662444740534;0.006549662444740534
310;0.002561916597187519;0.002561916597187519;0.0061409687623381615;0.0061409687623381615
311;0.002727822633460164;0.002727822633460164;0.007249483838677406;0.007249483838677406
312;0.003003699006512761;0.003003699006512761;0.006289100740104914;0.006289100740104914
313;0.0028700765687972307;0.0028700765687972307;0.005778572987765074;0.005778572987765074
314;0.0026968149468302727;0.0026968149468302727;0.006622225046157837;0.006622225046157837
315;0.0027837390080094337;0.0027837390080094337;0.005982726812362671;0.005982726812362671
316;0.0026740909088402987;0.0026740909088402987;0.006217770278453827;0.006217770278453827
317;0.002596160862594843;0.002596160862594843;0.007059138268232346;0.007059138268232346
318;0.002521718619391322;0.002521718619391322;0.006015096325427294;0.006015096325427294
319;0.0024890119675546885;0.0024890119675546885;0.006611247546970844;0.006611247546970844
320;0.0026657776907086372;0.0026657776907086372;0.005938670132309198;0.005938670132309198
321;0.0025162845849990845;0.0025162845849990845;0.006230339873582125;0.006230339873582125
322;0.002549491124227643;0.002549491124227643;0.00587689271196723;0.00587689271196723
323;0.0024294175673276186;0.0024294175673276186;0.006176978349685669;0.006176978349685669
324;0.002709515392780304;0.002709515392780304;0.005889153573662043;0.005889153573662043
325;0.00287166447378695;0.00287166447378695;0.007201130501925945;0.007201130501925945
326;0.0025221549440175295;0.0025221549440175295;0.006375604309141636;0.006375604309141636
327;0.002510577440261841;0.002510577440261841;0.007153698708862066;0.007153698708862066
328;0.0025486235972493887;0.0025486235972493887;0.006185874808579683;0.006185874808579683
329;0.0024543385952711105;0.0024543385952711105;0.006185064557939768;0.006185064557939768
330;0.00243789772503078;0.00243789772503078;0.006543620955199003;0.006543620955199003
331;0.002428599400445819;0.002428599400445819;0.006098339334130287;0.006098339334130287
332;0.002353993244469166;0.002353993244469166;0.006156354211270809;0.006156354211270809
333;0.002420814475044608;0.002420814475044608;0.005913544446229935;0.005913544446229935
334;0.0023640994913876057;0.0023640994913876057;0.006019094493240118;0.006019094493240118
335;0.002499794354662299;0.002499794354662299;0.006787313148379326;0.006787313148379326
336;0.0025733942165970802;0.0025733942165970802;0.006572363432496786;0.006572363432496786
337;0.0025067925453186035;0.0025067925453186035;0.006421765778213739;0.006421765778213739
338;0.002373893978074193;0.002373893978074193;0.007030790206044912;0.007030790206044912
339;0.0025528373662382364;0.0025528373662382364;0.005994454026222229;0.005994454026222229
340;0.0026339704636484385;0.0026339704636484385;0.006309209391474724;0.006309209391474724
341;0.0024458731058984995;0.0024458731058984995;0.007085571531206369;0.007085571531206369
342;0.002599369967356324;0.002599369967356324;0.006980614736676216;0.006980614736676216
343;0.002737916074693203;0.002737916074693203;0.0059439390897750854;0.0059439390897750854
344;0.0028412931133061647;0.0028412931133061647;0.006417782045900822;0.006417782045900822
345;0.0027440458070486784;0.0027440458070486784;0.01160160731524229;0.01160160731524229
346;0.0037672845646739006;0.0037672845646739006;0.010115706361830235;0.010115706361830235
347;0.004276094026863575;0.004276094026863575;0.011044430546462536;0.011044430546462536
348;0.003794797696173191;0.003794797696173191;0.006303844507783651;0.006303844507783651
349;0.0029308395460247993;0.0029308395460247993;0.005590301938354969;0.005590301938354969
350;0.0026294959243386984;0.0026294959243386984;0.006464825477451086;0.006464825477451086
351;0.0025733490474522114;0.0025733490474522114;0.0062765744514763355;0.0062765744514763355
352;0.002324657281860709;0.002324657281860709;0.00614552479237318;0.00614552479237318
353;0.0022573210299015045;0.0022573210299015045;0.006202239543199539;0.006202239543199539
354;0.00302439765073359;0.00302439765073359;0.006487203761935234;0.006487203761935234
355;0.0025099758058786392;0.0025099758058786392;0.0064238752238452435;0.0064238752238452435
356;0.0027263399679213762;0.0027263399679213762;0.006849926896393299;0.006849926896393299
357;0.0025159509386867285;0.0025159509386867285;0.0059755356051027775;0.0059755356051027775
358;0.0024847560562193394;0.0024847560562193394;0.005421798210591078;0.005421798210591078
